Race/Ethnicity,Sex,Department,Age,Hourly Rate,Regular/Temporary,Employee Status
White,F,Seattle Dept of Transportation,44,74.679,R,A
White,M,Police Department,46,63.68,R,A
White,F,Law Department,46,57.55,R,A
White,M,Police Department,50,68.79,R,A
White,M,Seattle Center,64,18.69,T,A
White,F,Law Department,49,56.451,R,A
White,M,Police Department,51,38.57,R,A
White,F,Information Technology,60,66.691,R,A
White,M,Seattle City Light,26,69.6,R,A
White,M,Police Department,34,55.34,R,A
White,F,Seattle City Light,58,69.6,R,A
White,M,Fire Department,54,63.33,R,A
White,M,Seattle Public Library,60,35.65,R,A
White,M,Police Department,50,41.48,R,A
White,M,Construction & Inspections,75,66.65,R,A
White,M,Legislative Department,36,65.82,R,A
White,F,Parks & Recreation,23,18.69,T,A
White,M,Police Department,47,34.05,R,A
White,M,Parks & Recreation,20,19.51,T,A
White,M,Fire Department,32,46.49,R,A
White,M,Finance & Admin Services,39,55.44,R,A
White,M,Police Department,40,55.34,R,A
White,F,Seattle Public Library,41,38.42,R,A
White,M,Construction & Inspections,48,38.57,R,A
White,F,Seattle Public Utilities,63,58.71,R,A
White,M,Fire Department,34,43.57,R,A
White,M,Police Department,32,50.03,R,A
White,M,Parks & Recreation,29,25.05,T,A
White,M,Seattle Public Utilities,66,67.49,R,A
White,M,Human Services Department,27,32.52,R,A
White,M,Seattle City Light,34,61.86,R,A
White,F,Seattle Public Utilities,55,51.39,R,A
White,M,Information Technology,51,61.141,R,A
White,M,Seattle Dept of Human Resource,32,56.46,R,A
White,M,Fire Department,34,38.98,R,A
White,M,Information Technology,52,74.463,R,A
White,M,Parks & Recreation,43,40.18,R,A
White,M,Finance & Admin Services,53,53.45,R,A
White,M,Information Technology,47,66.444,R,A
White,F,Construction & Inspections,32,35.05,R,A
White,M,Seattle City Light,44,69.6,R,A
White,M,Seattle Public Utilities,60,70.113,R,A
White,M,Human Services Department,30,57,R,A
White,M,Parks & Recreation,63,27.19,R,A
White,M,Police Department,49,60.58,R,A
White,F,Parks & Recreation,56,35.46,R,A
White,M,Parks & Recreation,56,35.05,R,A
White,M,Seattle City Light,37,66.14,R,A
White,F,Law Department,41,31.35,R,A
White,F,Seattle Public Utilities,40,67.49,R,A
White,M,Seattle Public Utilities,55,67.49,R,A
White,M,Seattle City Light,43,53.06,R,A
White,M,Seattle Dept of Transportation,40,48.48,R,A
White,M,Parks & Recreation,46,35.95,R,A
White,M,Seattle City Light,54,65.436,R,A
White,M,Seattle Dept of Transportation,48,49.4,R,A
White,M,Seattle Dept of Human Resource,41,65.83,R,A
White,F,Parks & Recreation,63,18.69,T,A
White,M,Police Department,63,113.75,R,A
White,F,Seattle Public Library,72,30.68,R,A
White,F,Police Department,61,34.05,R,A
White,F,Fire Department,28,46.06,R,A
White,M,Parks & Recreation,46,19.64,R,A
White,M,Seattle City Light,29,30.09,T,A
White,F,Seattle Public Utilities,56,36.55,R,A
White,M,Seattle Center,47,39.7,T,A
White,M,Seattle Dept of Transportation,57,55.73,R,A
White,M,Seattle Public Utilities,56,58.534,R,A
White,M,Finance & Admin Services,38,51.22,R,A
White,M,Seattle Center,70,36.05,T,A
White,F,Planning & Comm Development,57,57.111,R,A
White,F,Seattle Public Utilities,58,31.35,R,A
White,M,Seattle Dept of Human Resource,56,59.3836,R,A
White,M,Seattle Dept of Transportation,60,56.52,R,A
White,F,Finance & Admin Services,49,56.726,R,A
White,M,Fire Department,50,63.33,R,A
White,M,Parks & Recreation,63,22.26,R,A
White,M,Fire Department,51,58.49,R,A
White,M,Seattle Dept of Transportation,22,24.11,T,A
White,M,Information Technology,62,49.49,R,A
White,M,Fire Department,21,41.48,R,A
White,F,Parks & Recreation,49,37.84,R,A
White,M,Police Department,43,57.44,R,A
White,M,Parks & Recreation,32,19.51,T,A
White,F,Police Department,50,68.19,R,A
White,M,Legislative Department,56,49.45,R,A
White,F,Construction & Inspections,65,93.104,R,A
White,F,Human Services Department,62,35.05,T,A
White,M,Seattle Center,46,41.18,R,A
White,F,Fire Department,54,104.07,R,A
White,F,Seattle City Light,54,47.57,T,A
White,M,Information Technology,57,71.0988,R,A
White,M,Municipal Court,63,55.5,R,A
White,M,Seattle Public Utilities,38,44.76,R,A
White,M,Police Department,38,62.06,R,A
White,M,Finance & Admin Services,63,48.25,R,A
White,F,Seattle Public Library,65,22.29,T,A
White,F,Parks & Recreation,19,19.51,T,A
White,F,Seattle Public Library,41,46.07,R,A
White,M,Finance & Admin Services,59,31.6,R,A
White,M,Seattle City Light,64,69.6,R,A
White,M,Legislative Department,51,75.639,R,A
White,M,Fire Department,61,56.82,R,A
White,M,Seattle Public Library,56,38.42,R,A
White,F,Seattle City Light,62,78.53,R,A
White,F,Seattle Center,57,57.47,R,A
White,M,Seattle City Light,42,66.14,R,A
White,F,Sustainability & Environment,35,55.44,R,A
White,M,Police Department,46,54.29,R,A
White,M,Parks & Recreation,64,38.95,R,A
White,M,Parks & Recreation,22,19.51,T,A
White,M,Seattle Public Utilities,61,18.69,R,A
White,F,Seattle City Light,46,84.8513,R,A
White,M,Police Department,44,67.59,R,A
White,M,Police Department,59,67.59,R,A
White,F,Seattle Public Library,26,38.78,R,A
White,M,Seattle City Light,50,55.44,R,A
White,M,Planning & Comm Development,59,66.62,R,A
White,F,Law Department,41,69.076,R,A
White,F,Fire Department,52,63.87,R,A
White,F,Information Technology,56,51.32,R,A
White,F,Seattle Dept of Transportation,60,29.03,T,A
White,F,Police Department,48,31.35,R,A
White,M,Police Department,51,62.327,R,A
White,F,Seattle City Light,56,51.38,R,A
White,M,Municipal Court,49,58.54,R,A
White,F,Commnty Sfty and Comm Ctr Dept,37,36.31,R,A
White,M,Police Department,31,54.29,R,A
White,M,Fire Department,49,43.98,R,A
White,F,Information Technology,40,68.25,R,A
White,F,Parks & Recreation,34,60,R,A
White,F,Parks & Recreation,16,21.05,T,A
White,F,Fire Department,33,43.98,R,A
White,M,Seattle Public Library,43,28.5,R,A
White,M,Fire Department,36,43.15,R,A
White,M,Fire Department,32,36.9,R,A
White,M,Seattle Dept of Transportation,60,32.85,R,A
White,F,Parks & Recreation,16,21.05,T,A
White,M,Parks & Recreation,17,21.05,T,A
White,M,Police Department,51,36.64,R,A
White,M,Seattle Public Utilities,32,34.12,R,A
White,F,Seattle Public Utilities,35,38.57,T,A
White,M,Police Department,51,69.71,R,A
White,M,Fire Department,37,43.98,R,A
White,M,Seattle Center,53,36.05,T,A
White,M,Fire Department,52,58.92,R,L
White,M,Fire Department,51,56.5,R,A
White,M,Finance & Admin Services,44,34.08,R,A
White,F,Parks & Recreation,40,54.152,R,A
White,M,Fire Department,32,38.98,R,A
White,M,Seattle Public Utilities,25,33.64,R,A
White,M,Seattle Public Utilities,27,28.18,R,A
White,M,Information Technology,52,63.592,R,A
White,M,Seattle City Light,59,35.4,R,A
White,M,Parks & Recreation,17,19.51,T,A
White,M,Seattle Dept of Transportation,57,93.343,R,A
White,M,Information Technology,47,72.57,R,A
White,F,Seattle City Light,38,48.48,R,A
White,F,Seattle Center,67,18.69,T,A
White,M,Seattle City Light,42,34.08,T,A
White,F,Seattle City Light,29,54.439,R,A
White,M,Seattle Dept of Transportation,40,42.92,R,A
White,M,Seattle Center,38,51.35,R,A
White,F,Parks & Recreation,65,31.35,R,A
White,M,Police Department,50,61.36,R,A
White,F,Parks & Recreation,60,31.35,R,A
White,M,Fire Department,64,54.61,R,A
White,M,Seattle Public Library,54,28.7,R,A
White,M,Parks & Recreation,62,23.32,T,A
White,M,Parks & Recreation,48,41.83,R,A
White,M,Seattle City Light,64,41.02,R,A
White,F,Seattle Public Library,45,22.29,T,A
White,M,Seattle City Light,57,70.1608,R,A
White,F,Seattle Public Library,49,46.07,R,A
White,M,Seattle City Light,61,54.6,R,A
White,M,Police Department,58,60.84,R,A
White,M,Information Technology,55,68.184,R,A
White,M,Police Department,56,61.63,R,A
White,M,Seattle City Light,57,58.48,R,A
White,M,Parks & Recreation,58,35.05,R,A
White,M,Fire Department,39,43.15,R,A
White,F,Seattle Dept of Transportation,74,66.35,R,A
White,M,Seattle Dept of Transportation,28,39.16,R,A
White,M,Fire Department,49,60.87,R,A
White,F,Seattle Public Library,29,33.25,R,A
White,F,Fire Department,48,32.52,R,A
White,F,Parks & Recreation,20,18.69,T,A
White,F,Finance & Admin Services,59,18.69,R,A
White,F,Seattle Public Library,58,46.07,R,A
White,M,Construction & Inspections,53,59.55,R,A
White,F,Seattle Public Utilities,31,63,R,A
White,M,Police Department,23,40.06,R,A
White,F,Legislative Department,50,46.68,R,A
White,M,Seattle Center,31,29.07,R,A
White,M,Seattle City Light,62,69.6,R,A
White,F,Seattle Center,62,35.74,T,A
White,M,Finance & Admin Services,60,42.63,R,A
White,M,Fire Department,48,61.28,R,A
White,F,Law Department,53,63.5045,R,A
White,M,Police Department,48,61.36,R,A
White,F,Police Department,52,40.86,R,A
White,M,Police Department,36,66.38,R,A
White,M,Finance & Admin Services,33,44.79,R,A
White,F,Seattle Public Library,45,38.42,R,L
White,F,Police Department,28,55.6,R,A
White,F,Seattle City Light,49,64.6545,T,A
White,F,Police Department,33,45.96,R,A
White,M,Fire Department,36,38.98,R,A
White,M,Seattle City Light,39,86.2068,R,A
White,M,Seattle Public Library,72,26.53,R,L
White,M,Police Department,48,55.34,R,A
White,F,Seattle Center,62,18.69,T,A
White,M,Fire Department,38,47.74,R,A
White,F,Seattle City Light,46,63.32,R,A
White,M,Seattle City Light,61,84.3036,R,A
White,M,Seattle Center,46,46.68,R,A
White,M,Legislative Department,38,55.44,R,A
White,M,Fire Department,43,49.82,R,A
White,M,Legislative Department,29,47.57,T,A
White,M,Information Technology,47,64.884,R,A
White,M,Information Technology,32,49.49,R,A
White,M,Seattle City Light,53,61.86,R,A
White,F,Parks & Recreation,36,51.39,R,A
White,M,Seattle Dept of Transportation,48,61.15,R,A
White,M,Seattle City Light,51,65.17,R,A
White,M,Police Department,38,58.22,R,A
White,M,Seattle Dept of Transportation,51,51.32,R,A
White,M,Seattle Public Utilities,48,68.638,R,A
White,M,Seattle City Light,48,61.86,R,A
White,F,Seattle Public Utilities,42,67.49,R,A
White,F,Police Department,45,31.35,R,A
White,F,Municipal Court,53,75.385,R,A
White,M,Finance & Admin Services,44,41.38,R,A
White,M,Police Department,38,34.05,R,A
White,M,Seattle Public Utilities,38,62,R,A
White,F,Education & Early Learning,53,40.86,R,A
White,F,Finance & Admin Services,36,67.423,R,A
White,M,Police Department,52,57.44,R,A
White,M,Parks & Recreation,17,21.05,T,A
White,M,Off of Emergency Mngmnt Dept,55,59.956,R,A
White,F,Police Department,46,55.34,R,A
White,M,Information Technology,49,46.68,R,A
White,F,Seattle City Light,28,50.43,R,A
White,F,Law Department,27,37.1,R,A
White,F,Seattle Public Library,18,19.87,R,A
White,M,Seattle City Light,37,63.32,R,A
White,F,Parks & Recreation,17,21.05,T,A
White,F,Parks & Recreation,19,19.51,T,A
White,F,Seattle City Light,40,31.86,R,A
White,M,Parks & Recreation,17,21.05,T,A
White,F,Police Department,27,33.44,R,A
White,F,Parks & Recreation,55,40.08,T,A
White,F,Police Department,37,57.4713,R,A
White,M,Seattle Public Utilities,69,49.61,R,A
White,F,Seattle Public Library,57,28.5,R,A
White,F,Seattle Public Utilities,30,36.74,R,A
White,F,Municipal Court,45,56.763,R,A
White,M,Police Department,37,42.73,R,A
White,F,Information Technology,55,68.196,R,A
White,F,Parks & Recreation,32,60.616,R,A
White,F,Human Services Department,42,51.39,R,A
White,F,Seattle Center,28,27.19,R,A
White,F,Seattle Dept of Human Resource,43,92.12,R,A
White,F,Fire Department,34,53.26,R,A
White,F,Seattle Dept of Human Resource,65,73.291,R,A
White,M,Parks & Recreation,45,24.82,R,A
White,M,Fire Department,30,41.07,R,A
White,F,Education & Early Learning,31,57.21,R,A
White,M,Parks & Recreation,20,19.51,T,A
White,F,Parks & Recreation,20,19.51,T,A
White,M,Seattle City Light,29,58.78,R,A
White,F,Parks & Recreation,35,43.34,R,A
White,M,Parks & Recreation,62,46.38,R,A
White,F,Fire Department,37,34.81,R,A
White,F,Seattle Public Utilities,49,60.89,R,A
White,F,Seattle Public Utilities,48,40.08,R,A
White,M,Municipal Court,64,57.49,T,A
White,M,Construction & Inspections,54,66.65,R,A
White,M,Construction & Inspections,55,66.617,R,A
White,M,Seattle City Light,57,31.7,R,A
White,F,Municipal Court,46,50.63,R,A
White,M,Police Department,36,54.29,R,A
White,M,Information Technology,39,57.233,R,A
White,M,Seattle Public Utilities,27,35.47,R,A
White,F,Office of Economic Development,48,62,R,A
White,F,Seattle Public Library,48,46.07,R,A
White,M,Seattle Public Utilities,36,41.79,R,A
White,F,Planning & Comm Development,46,30.09,R,A
White,M,Seattle Public Utilities,43,38.07,R,A
White,M,Seattle Public Library,51,47.67,R,A
White,M,Fire Department,38,43.15,R,A
White,M,Finance & Admin Services,57,24.92,R,A
White,M,Construction & Inspections,55,55.39,R,A
White,M,Seattle City Light,54,63.32,R,A
White,F,Seattle Center,75,26.05,T,A
White,M,Police Department,44,60.06,R,A
White,F,Construction & Inspections,43,59.55,R,A
White,M,Seattle City Light,61,54.6,R,A
White,M,Finance & Admin Services,65,48.25,R,A
White,M,Finance & Admin Services,53,52.862,R,A
White,F,Law Department,60,55.346,R,A
White,M,Seattle Public Utilities,45,51.32,R,A
White,M,Parks & Recreation,31,18.69,T,A
White,F,Seattle Dept of Transportation,57,35.16,R,A
White,M,Seattle Dept of Transportation,43,60.59,R,L
White,F,Seattle Public Library,38,28.5,R,A
White,M,Legislative Department,52,67.926,R,A
White,M,Seattle City Light,30,69.6,R,A
White,M,Seattle Public Utilities,32,41.61,R,A
White,F,Law Department,42,41.66,R,A
White,F,Municipal Court,55,31.35,R,A
White,M,Fire Department,32,43.15,R,A
White,M,Information Technology,41,63.576,R,A
White,F,Seattle Center,39,46.68,R,A
White,F,Seattle Dept of Transportation,58,35.16,R,A
White,M,Seattle City Light,59,35.46,R,A
White,M,Seattle Center,48,42.57,R,A
White,M,Seattle Dept of Human Resource,37,46.68,R,A
White,M,Seattle Dept of Human Resource,59,46.68,R,A
White,F,Municipal Court,31,34.3,R,A
White,F,Office of Housing,49,57.652,R,A
White,F,Seattle Public Utilities,35,38,R,A
White,F,Seattle Center,71,18.69,T,A
White,F,Seattle City Light,38,71.9549,R,A
White,F,Seattle Public Library,49,26.53,R,A
White,F,Seattle Dept of Transportation,31,42.57,R,A
White,M,Seattle City Light,50,47.62,R,A
White,M,Seattle Center,65,18.69,T,A
White,F,Seattle Public Utilities,64,40.86,R,A
White,M,Information Technology,35,65,R,A
White,M,Fire Department,38,61.28,R,A
White,F,Police Department,49,69.11,R,A
White,F,Construction & Inspections,69,66.617,R,A
White,M,Seattle Center,48,36.05,T,A
White,M,Seattle City Light,51,42.44,R,A
White,M,Police Department,40,69.11,R,A
White,M,Seattle Dept of Transportation,58,56.52,R,A
White,M,Seattle City Light,48,69.6,R,A
White,M,Parks & Recreation,69,18.69,T,A
White,M,Seattle Public Utilities,55,51.32,R,A
White,F,Finance & Admin Services,44,69.597,R,A
White,M,Seattle Dept of Transportation,49,31.35,R,A
White,M,Seattle Center,55,18.69,R,A
White,F,Seattle City Light,42,71.79,R,A
White,F,Seattle Center,62,32.85,R,A
White,M,Parks & Recreation,50,30.09,R,A
White,F,Sustainability & Environment,53,71.799,R,A
White,M,Fire Department,54,51.7,R,A
White,M,Police Department,39,57.44,R,A
White,F,Seattle Public Library,41,46.07,R,A
White,M,Seattle Center,53,35.26,R,A
White,M,Parks & Recreation,37,44.65,R,A
White,F,Fire Department,54,34.47,R,A
White,M,Seattle Center,68,36.05,T,A
White,F,Arts & Culture,54,40.86,R,A
White,F,Seattle Public Library,40,28.5,R,A
White,M,Seattle Dept of Transportation,53,48.25,R,A
White,M,Police Department,40,66.09,R,A
White,M,Police Department,54,68.8,R,A
White,M,Police Department,45,57.7,R,A
White,M,Seattle City Light,47,61.86,R,A
White,M,Seattle City Light,65,57.87,R,A
White,M,Seattle City Light,43,45.17,R,A
White,F,Seattle City Light,59,93.34,R,A
White,F,Police Department,45,40.84,R,A
White,M,Seattle Center,52,36.05,T,A
White,F,Seattle Public Utilities,43,39.59,R,A
White,F,Seattle City Light,69,61.19,R,A
White,F,Seattle City Light,22,36.74,T,A
White,M,Neighborhoods,24,35.74,R,A
White,M,Seattle Public Utilities,35,40.65,R,A
White,F,Finance & Admin Services,63,63.32,R,A
White,M,Seattle Center,60,44.7,R,A
White,F,Police Department,48,33.78,R,A
White,M,Seattle City Light,62,54.6,R,A
White,M,Information Technology,51,58,R,A
White,M,Seattle City Light,61,46.38,R,A
White,F,Seattle City Light,55,65.1937,R,A
White,M,Fire Department,58,52.53,R,A
White,M,Fire Department,57,49.61,R,A
White,M,Fire Department,51,85.99,R,A
White,F,Seattle Public Utilities,67,58.119,R,A
White,M,Seattle Public Utilities,52,57.38,R,A
White,M,Fire Department,50,55.99,R,A
White,F,City Budget Office,30,61.66,R,L
White,F,City Budget Office,36,55.44,R,A
White,F,Municipal Court,25,29.39,T,A
White,M,Information Technology,49,64.636,R,A
White,M,Seattle City Light,53,31.43,T,A
White,F,Neighborhoods,38,43.34,R,A
White,M,Fire Department,28,38.98,R,A
White,F,Seattle City Light,46,32.92,R,A
White,M,Finance & Admin Services,47,67.423,R,A
White,M,Parks & Recreation,38,29.03,R,A
White,M,Seattle City Light,31,56.63,R,A
White,M,Law Department,29,38.79,R,A
White,F,Construction & Inspections,46,57.38,R,A
White,M,Seattle City Light,21,35.4,R,A
White,M,Seattle City Light,54,61.86,R,A
White,F,Finance & Admin Services,45,102.123,R,A
White,F,Seattle Public Utilities,65,54.4,R,A
White,M,Seattle Center,66,36.05,T,A
White,F,Police Department,50,91.6,R,A
White,F,Information Technology,28,44,T,A
White,M,Seattle City Light,60,61.86,R,A
White,M,Seattle Public Utilities,50,32.48,R,A
White,M,Police Department,31,45.96,R,A
White,M,Seattle Dept of Transportation,22,19.09,T,A
White,N,Seattle Public Library,27,23.46,R,A
White,F,Seattle Dept of Transportation,40,72.77,R,A
White,M,Municipal Court,25,30.48,R,A
White,F,Information Technology,60,62.837,R,A
White,M,Seattle Public Library,55,28.5,R,A
White,M,Seattle City Light,52,69.6,R,A
White,F,Seattle Center,47,18.69,T,A
White,F,Municipal Court,64,34.3,R,A
White,M,Seattle Dept of Transportation,62,57.87,R,A
White,M,Municipal Court,64,62.601,R,A
White,M,Police Department,54,124.184,R,A
White,M,Police Department,57,67.18,R,A
White,M,Seattle Public Utilities,57,35.44,T,A
White,M,Police Department,27,47.69,R,A
White,M,Police Department,45,70.61,R,A
White,M,Fire Department,35,36.9,R,A
White,F,Parks & Recreation,58,34.47,R,A
White,F,Police Department,52,39.68,R,A
White,F,Seattle Public Utilities,57,68.639,R,A
White,M,Seattle City Light,47,61.86,R,A
White,F,Information Technology,59,62.958,R,A
White,F,Ethics & Elections Commission,43,58.7,R,A
White,F,Fire Department,24,41.48,R,A
White,M,Seattle Dept of Transportation,25,24.92,T,A
White,M,Parks & Recreation,61,35.74,R,A
White,N,Seattle Public Library,33,33.25,R,A
White,M,Office of Housing,30,43.34,R,A
White,M,Education & Early Learning,41,37.84,R,A
White,F,Seattle City Light,26,50.38,R,A
White,F,Finance & Admin Services,31,30.18,R,A
White,M,Seattle Public Utilities,36,30.77,R,A
White,M,Parks & Recreation,53,33.33,R,A
White,F,Parks & Recreation,61,20.75,T,A
